num_compra,usuario,nome,Tipo de Mercadoria,Filial,data_compra,valor_compra,Imposto,CPF NA NOTA?
22083304,294969,FERNANDA,MICROONDAS 2,Loja Manicor é ,05/05/2019 15:47:50,R$2.59,R$0.12,Sim
26111798,295011,MIKEROLLY,PORTÁTIL ELETRO 2,Loja Lábrea ,28/01/2019 17:24:38,R$5.98,R$0.27,Sim
25710937,295201,CRISTIANE,PORT FÇ VC MESMO 2,Loja Lábrea ,21/01/2019 14:34:37,R$13.06,R$0.59,Sim
25710815,295363,ROSALINA,RÁDIOS AUTO 2,Loja Lábrea ,21/01/2019 14:32:52,R$28.61,R$1.29,Sim
22044323,296772,AUTO,BEBEDOURO 2,Loja Autazes,04/05/2019 20:13:14,R$16.61,R$0.75,Sim
22484075,297531,OTIMAR,TELEF CELULAR PÓS,Loja Autazes,13/05/2019 09:53:56,R$14.88,R$0.67,Sim
24659615,297743,LEANDRO,ENFEITE NATALINO,Loja Autazes,30/06/2019 13:29:26,R$5.52,R$0.25,Sim
23049941,298414,SERGIO,PASTAS**,Loja Autazes,25/05/2019 20:43:17,R$30.96,R$1.39,Sim
22932758,298605,WSLANY,ADAPTADOR,Loja Autazes,23/05/2019 20:36:54,R$12.55,R$0.56,Sim
23408848,299700,ROBERVAL,"TV 4K ACIMA DE 69""",Loja Autazes,04/06/2019 08:12:53,R$609.12,R$27.41,Sim
25691625,300326,JOSIMAR,MESA AVULSA,Loja Autazes,21/01/2019 10:03:30,R$20.38,R$0.92,Sim
22507011,301022,LILIANE,BICAMA,Loja Autazes,13/05/2019 15:42:38,R$14.98,R$0.67,Sim
26279980,302289,VANESSA,CAMA AUXILIAR,Loja Autazes,31/01/2019 18:31:13,R$8.09,R$0.36,Sim
24410027,302922,CLYCIA,TELEF CELULAR PRÉ,Loja Autazes,25/06/2019 11:49:43,R$8.67,R$0.39,Sim
25197462,303591,ADALBERTO,CENTRÍFUGA L BRANCA,Loja Autazes,11/01/2019 18:26:46,R$7.07,R$0.32,Sim
25437037,303853,WILLIAM,DRONE CÂM/MÁQ FOTOGR,Loja Autazes,16/01/2019 18:31:57,R$12.82,R$0.58,Sim
21958499,304802,AMANDA,"TV LED ACIMA DE 65""",Loja Autazes,03/05/2019 12:18:02,R$657.84,R$29.60,Sim
23949210,305873,JOHNATAS,AMPLIFICAD/PRÉ-AMPLI,Loja Autazes,14/06/2019 21:18:52,R$6.91,R$0.31,Sim
25115154,307492,ARLENSON,DVD SHOW,Loja Autazes,10/01/2019 07:53:50,R$10.00,R$0.45,Sim
23803960,307508,TUANE,NOVELA&SÉRIE,Loja Autazes,11/06/2019 20:32:17,R$7.87,R$0.35,Sim
24908527,307716,AUTO,RELIGIOSO,Loja Autazes,05/01/2019 19:06:51,R$10.57,R$0.48,Sim
24787324,308250,VALDIPERE,SERTANEJO,Loja Autazes,03/01/2019 12:36:59,R$9.78,R$0.44,Sim
24816043,308389,DANIELA,SAMBA&PAGODE,Loja Autazes,03/01/2019 20:02:51,R$2.20,R$0.10,Sim
23291148,308771,CAROLINA,DVD NACIONAL,Loja Autazes,31/05/2019 17:53:46,R$8.38,R$0.38,Sim
25326773,308873,LEIDIANE,ORG CASA/PRAT E SUP,Loja Autazes,14/01/2019 11:51:34,R$5.93,R$0.27,Sim
23160729,309581,LINS,OUTRAS MÍDIAS,Loja Autazes,28/05/2019 19:24:19,R$12.96,R$0.58,Sim
25671195,309823,ELIANA,ROUP CORRER/BASC,Loja Autazes,20/01/2019 19:13:49,R$3.55,R$0.16,Sim
22037325,309969,ROSINALDO,SMARTPHONE PRÉ-PAGO,Loja Autazes,04/05/2019 18:56:01,R$65.88,R$2.96,Sim
22855342,310280,EMERSON,APARELHO GPS,Loja Autazes,21/05/2019 20:42:38,R$14.25,R$0.64,Sim
22145793,310319,RANDERSON,MINI-MALA/MALETA,Loja Manicor é ,06/05/2019 18:32:06,R$30.24,R$1.36,Sim
24490943,312927,JESSICA,TV DE PLASMA,Loja Autazes,26/06/2019 19:33:32,R$853.68,R$38.42,Sim
22157393,313028,ELMA,REGIONAIS,Loja Autazes,01/05/2019 08:35:55,R$3.12,R$0.14,Sim
25563339,314207,ANA,NICHO DE COZINHA*,Loja Autazes,18/01/2019 20:59:52,R$6.00,R$0.27,Sim
25026424,314453,DALIAN,CANDELABRO/LANTERNA,Loja Autazes,08/01/2019 09:42:58,R$10.54,R$0.47,Sim
23759130,315027,PATRICIA,CAIXAS E CESTOS,Loja Autazes,11/06/2019 09:11:33,R$2.00,R$0.09,Sim
24709238,315084,AUTOSSERVIÇO,COIFA DE ILHA,Loja Manicor é ,01/01/2019 15:31:32,R$9.70,R$0.44,Sim
23839567,316213,RONALDO,ACESSÓRIOS DE ÁUDIO,Loja Manicor é ,12/06/2019 17:08:45,R$136.02,R$6.12,Sim
23307769,316376,RAPHAELLA,CABOS,Loja Manicor é ,01/06/2019 12:53:46,R$128.75,R$5.79,Sim
21921597,316759,KAREN,TV OLED / QLED,Loja Manicor é ,02/05/2019 18:23:24,"R$21,006.96",R$945.31,Sim
22432214,317177,VALDINEY,ACESSÓRIO P/ TABLET,Loja Manicor é ,12/05/2019 11:48:49,R$108.39,R$4.88,Sim
22974265,317277,FABIANI,COMPUTADORES 1,Loja Autazes,24/05/2019 21:49:58,R$8.78,R$0.39,Sim
24709268,318492,ROZIETE,SECADORA 2,Loja Manicor é ,01/01/2019 15:32:28,R$16.74,R$0.75,Sim
22432292,319751,6019999,INSTRUM DE PERCUSSÃO,Loja Manicor é ,12/05/2019 11:51:56,R$12.00,R$0.54,Sim
23115558,321972,HELENO,PASTAS,Loja Manicor é ,27/05/2019 16:51:25,R$160.80,R$7.24,Sim
22367118,322106,RELDSON,DESPERTADOR,Loja Manicor é ,11/05/2019 08:16:35,R$243.88,R$10.97,Sim
24606162,322849,WELISON,PRODUTOS DIVERSOS,Loja Manicor é ,29/06/2019 14:27:21,R$136.32,R$6.13,Sim
24782922,323529,JOZENILDO,VIDEO GAMES 2,Loja Manicor é ,03/01/2019 11:17:29,R$99.00,R$4.46,Sim
24384939,323824,DHIONY,FORRÓ,Loja Manicor é ,24/06/2019 13:48:52,R$32.00,R$1.44,Sim
24709454,324460,RENATA,VOLEIBOL,Loja Manicor é ,01/01/2019 15:34:02,R$65.57,R$2.95,Sim
22925878,325812,ANDREIA,COIFA 2,Loja Manicor é ,23/05/2019 18:17:49,R$166.00,R$7.47,Sim
22636660,326188,ELIZETE,FORNO 2,Loja Manicor é ,16/05/2019 14:08:46,R$30.36,R$1.37,Sim
21928633,326472,FRANCISCO,PORTÁTIL INSTRUM 2,Loja Manicor é ,02/05/2019 20:34:00,R$37.37,R$1.68,Sim
25357751,326764,DAIANE,AR COND SPLIT 2,Loja Manicor é ,14/01/2019 20:19:39,"R$17,184.24",R$773.29,Sim
23209180,327072,LUIS,TABLET 2,Loja Manicor é ,29/05/2019 19:57:29,R$161.50,R$7.27,Sim
24715588,327089,RAILSON,PORTÁTIL ANTENAS 2,Loja Manicor é ,01/01/2019 18:22:04,R$36.69,R$1.65,Sim
24062344,327371,WANDERLEI,POP INTERNACIONAL,Loja Manicor é ,17/06/2019 10:56:34,R$85.72,R$3.86,Sim
23944905,327683,ROSIMEIRE,DANCE&ELETR/FLASHBCK,Loja Lábrea ,14/06/2019 19:52:29,R$12.10,R$0.54,Sim
22755471,328381,ELISANGELA,SCANNER,Loja Lábrea ,19/05/2019 11:04:15,R$64.71,R$2.91,Sim
25007583,328572,WILIAN,NOTEBOOK 2,Loja Lábrea ,01/01/2019 18:27:05,R$25.44,R$1.14,Sim
24221795,330603,JOSE,ACESSÓRIO ESCRITÓRIO,Loja Lábrea ,20/06/2019 20:17:35,R$77.60,R$3.49,Sim
23440011,331613,AUTO,CADERNO BROCHURÃO,Loja Lábrea ,04/06/2019 10:54:01,R$163.80,R$7.37,Sim
24716119,332333,MARGUIDIEL,LAVA LOUÇA 1,Loja Lábrea ,01/01/2019 18:34:09,R$12.33,R$0.55,Sim
22456357,332409,ANDREZA,CINZEIRO,Loja Lábrea ,12/05/2019 17:17:28,R$8.69,R$0.39,Sim
25882465,332561,BEATRIZ,VIDEO CASSETE/DVD 2,Loja Lábrea ,24/01/2019 18:57:30,R$113.92,R$5.13,Sim
22080478,333007,RAFAELA,EMBALAGEM P/PRESENTE,Loja Lábrea ,05/05/2019 15:09:28,R$39.36,R$1.77,Sim
25026472,335987,JESSICA,CJ JARDIM ALUMÍNIO,Loja Lábrea ,08/01/2019 09:44:11,R$12.50,R$0.56,Sim
24370940,340284,AUTO,LVR INF/JUVEN/QUADRI,Loja Lábrea ,24/06/2019 09:36:31,R$15.15,R$0.68,Sim
22443706,341072,CLECIANE,ADEGA 1,Loja Lábrea ,12/05/2019 14:19:26,R$163.12,R$7.34,Sim
23360190,342863,GEOVANY,BASQUETE,Loja Lábrea ,02/06/2019 13:15:57,R$16.96,R$0.76,Sim
23802846,347514,SEBASTIANA,LVR RELIGIOSO,Loja Lábrea ,11/06/2019 20:13:12,R$16.83,R$0.76,Sim
22743559,353190,JESSICA,"CREME, GEL E ESPUMA",Loja Lábrea ,18/05/2019 21:20:30,R$18.58,R$0.84,Sim
25681039,358211,FREDSON,ABSORVENTE,Loja Lábrea ,20/01/2019 21:18:49,R$34.74,R$1.56,Sim
23026408,359427,TATIANE,COLÔNIA FEMININA,Loja Lábrea ,25/05/2019 19:20:38,R$25.21,R$1.13,Sim
25068809,360242,HUDSON,LÂMINA DE BARBEAR,Loja Lábrea ,09/01/2019 11:14:47,R$16.24,R$0.73,Sim
22743485,361643,WEMERSON,LÂMINA DEPILATÓRIA,Loja Lábrea ,18/05/2019 21:19:10,R$4.55,R$0.20,Sim
24318553,362874,GABRIEL,ACESS P/HIGIENE MASC,Loja Lábrea ,22/06/2019 21:08:01,R$9.12,R$0.41,Sim
25681086,366529,JOSE,DESODORANTE AEROSOL,Loja Lábrea ,20/01/2019 21:21:09,R$14.35,R$0.65,Sim
23074667,368781,VALDECK,DESODORANTE CREME,Loja Lábrea ,26/05/2019 12:50:06,R$18.54,R$0.83,Sim
26144908,372733,ANDREZA,CREME DE TRATAMENTO,Loja Lábrea ,29/01/2019 11:33:44,R$16.26,R$0.73,Sim
25007504,373656,FERNANDA,CONDICIONADOR,Loja Lábrea ,01/01/2019 18:26:05,R$9.22,R$0.42,Sim
25592126,374064,LAURIANA,SHAMPOO,Loja Lábrea ,19/01/2019 14:40:08,R$12.74,R$0.57,Sim
24679040,374922,LUCIANA,CREME P/PENTEAR,Loja Lábrea ,30/06/2019 19:29:05,R$31.45,R$1.42,Sim
24679111,377229,PEDRO,ANTISSÉPTICO BUCAL,Loja Lábrea ,30/06/2019 19:30:56,R$11.71,R$0.53,Sim
24000317,382391,VERONICA,CREME DENTAL,Loja Lábrea ,15/06/2019 21:18:55,R$46.36,R$2.09,Sim
22479725,382945,NEIVA,FIO E FITA DENTAL,Loja Manicor é ,13/05/2019 08:31:20,R$31.06,R$1.40,Sim
26106235,383853,HINGRID,FRALDA G,Loja Manicor é ,28/01/2019 16:09:02,R$3.19,R$0.14,Sim
26166926,384595,ROBSON,FRALDA P,Loja Manicor é ,29/01/2019 17:48:03,R$50.76,R$2.28,Sim
22245625,385148,LUANA,FRALDA M,Loja Manicor é ,08/05/2019 19:17:08,R$51.32,R$2.31,Sim
24393592,386963,MARCIO,FRALDA XG,Loja Manicor é ,24/06/2019 17:29:01,R$53.01,R$2.39,Sim
25309106,387360,FELIPE,FRALDA XXG,Loja Manicor é ,13/01/2019 20:41:05,R$24.37,R$1.10,Sim
23335762,388302,LUIZ,FRALDA RN,Loja Lábrea ,01/06/2019 18:27:03,R$15.46,R$0.70,Sim
23098130,392582,KENNEDY,FRALDA ADULTO,Loja Lábrea ,26/05/2019 19:44:52,R$87.64,R$3.94,Sim
23760920,398300,RAFAEL,LUBRIFICANTES,Loja Lábrea ,11/06/2019 10:17:26,R$14.16,R$0.64,Sim
22301637,400179,QUIJANI,PRESERVAT MASCULINO,Loja Lábrea ,09/05/2019 20:13:26,R$45.54,R$2.05,Sim
22545723,402682,LUZIELIA,SABONETE INFANTIL,Loja Lábrea ,14/05/2019 16:28:33,R$58.96,R$2.65,Sim
22367056,406205,JESSICA,SABONETE LÍQUIDO,Loja Lábrea ,11/05/2019 10:00:11,R$8.52,R$0.38,Sim
23253571,408449,LUCIANE,TINTURA,Loja Lábrea ,30/05/2019 19:28:33,R$44.12,R$1.99,Sim
25221706,412597,SAULO,PÓ DESCOLORANTE,Loja Lábrea ,12/01/2019 11:14:43,R$6.78,R$0.31,Sim
22630387,415769,UILIAN,ESCOVA DE DENTE ADUL,Loja Lábrea ,16/05/2019 11:45:13,R$6.69,R$0.30,Sim
21990417,417222,ALEXSANDRO,SALGADOS,Loja Lábrea ,03/05/2019 20:39:22,R$6.51,R$0.29,Sim
24806269,417446,AUTO,REPELENTE,Loja Lábrea ,03/01/2019 18:01:31,R$13.71,R$0.62,Sim
25543286,420470,SAMARA,ESMALTE,Loja Lábrea ,18/01/2019 16:51:21,R$7.70,R$0.35,Sim
25268373,422025,LIMA,LENÇO UMEDECIDO INFA,Loja Lábrea ,13/01/2019 10:19:20,R$13.31,R$0.60,Sim
24485658,422083,AUGUSTO,ADOÇANTE,Loja Lábrea ,26/06/2019 18:26:44,R$4.92,R$0.22,Sim
22317081,427343,PHILIPI,ÓLEO CORPORAL,Loja Lábrea ,10/05/2019 10:30:11,R$14.59,R$0.66,Sim
26192521,430595,FERREIRA,"MAMADEIRAS, BICOS",Loja Lábrea ,30/01/2019 12:17:49,R$29.96,R$1.35,Sim
25663890,431142,COIMBRA,KIT/ACESS P/ALIMENT,Loja Lábrea ,20/01/2019 17:59:06,R$8.00,R$0.36,Sim
24011372,431474,CRISTIELY,"PENTES, ESCO E ACESS",Loja Lábrea ,16/06/2019 10:55:09,R$8.70,R$0.39,Sim
25521223,431508,MALTA,ESCOVAS DE DENTE INF,Loja Lábrea ,18/01/2019 10:52:48,R$9.74,R$0.44,Sim
25234792,433785,RAMOS,CHUPETAS E MORDEDORE,Loja Lábrea ,12/01/2019 15:30:50,R$16.24,R$0.73,Sim
25753252,438032,JOSE,PROTEÍNAS,Loja Lábrea ,22/01/2019 12:01:53,R$15.46,R$0.70,Sim
22554604,438470,MOURA,ACESSÓRIOS,Loja Lábrea ,14/05/2019 18:25:41,R$39.03,R$1.76,Sim
22644928,440569,HENRIQUE,ENERGÉTICO,Loja Lábrea ,16/05/2019 16:39:50,R$26.10,R$1.17,Sim
25223924,444201,CARLOS,TERMOGÊNICO,Loja Lábrea ,12/01/2019 11:54:29,R$6.20,R$0.28,Sim
24063312,451324,RODRIGUES,ÁGUA,Loja Lábrea ,17/06/2019 11:12:00,R$8.66,R$0.39,Sim
23073917,453651,DOUGLAS,REFRIGERANTE,Loja Lábrea ,26/05/2019 12:37:32,R$18.24,R$0.82,Sim
25375304,454094,BARBOZA,SUCO,Loja Lábrea ,15/01/2019 12:12:18,R$8.49,R$0.38,Sim
24278047,455406,SERVIÇO,CHÁ,Loja Lábrea ,22/06/2019 08:24:51,R$17.58,R$0.79,Sim
21857345,455650,RODRIGUES,CHOCOLATE,Loja Lábrea ,01/05/2019 13:37:19,R$14.09,R$0.63,Sim
25754866,457065,LOBO,BALAS E GULOSEIMAS,Loja Lábrea ,22/01/2019 12:32:09,R$10.37,R$0.47,Sim
23070993,457199,SAFIRA,ANTIHELMÍNTICO SIM,Loja Manicor é ,26/05/2019 11:58:15,R$29.86,R$1.34,Sim
22783518,457409,MEDEIROS,ANTIASMÁTICO SIM,Loja Autazes,19/05/2019 19:54:29,R$8.74,R$0.39,Sim
23444767,457580,CRISTIANE,ANTIBACTERIANO SIM,Loja Autazes,04/06/2019 13:53:12,R$10.25,R$0.46,Sim
22718432,458459,GOMEZ,ANTIOSTEOPORÓTIC SIM,Loja Autazes,18/05/2019 13:59:35,R$4.02,R$0.18,Sim
24760000,459401,FERNANDES,ANTIALÉRGICO SIM,Loja Autazes,02/01/2019 18:40:34,R$13.71,R$0.62,Sim
22189587,460249,RIVELINO,DESCONGES OCULAR SIM,Loja Autazes,01/05/2019 18:38:47,R$7.61,R$0.34,Sim
25770756,461667,GOMES,ANTI-HIPERTENSIV SIM,Loja Autazes,22/01/2019 16:24:51,R$12.48,R$0.56,Sim
21958551,461937,ALVES,ANTIEMÉTICO SIM,Loja Autazes,03/05/2019 12:19:00,R$1.44,R$0.06,Sim
22291092,462735,FABIO,DIURÉTICO SIM,Loja Autazes,09/05/2019 17:59:53,R$19.89,R$0.89,Sim
24076785,463391,LUCAS,ANTIANÊMICO SIM,Loja Autazes,17/06/2019 13:50:59,R$16.02,R$0.72,Sim
21898941,463408,ROCHA,ANTIFÚNGICO SIM,Loja Autazes,02/05/2019 11:01:13,R$3.07,R$0.14,Sim
24989143,463613,CAZUZA,TRAT D HIP PROST REF,Loja Autazes,01/01/2019 13:19:10,R$45.16,R$2.03,Sim
22581713,464170,BOTELHO,RELAXANTE MUSCUL SIM,Loja Autazes,15/05/2019 11:42:54,R$7.18,R$0.32,Sim
24293578,464616,NASCIMENTO,LAXANTE SIM,Loja Autazes,22/06/2019 15:21:01,R$14.00,R$0.63,Sim
22929761,464716,CRISTINA,VITAMINA SIM,Loja Autazes,23/05/2019 19:32:03,R$17.65,R$0.79,Sim
25464317,464726,TEIXEIRA,TRAT D INCON URI REF,Loja Autazes,17/01/2019 10:35:46,R$8.32,R$0.37,Sim
22947342,464787,SANTOS,ANTIPROTOZOÁRIO SIM,Loja Autazes,24/05/2019 12:24:06,R$0.76,R$0.03,Sim
23085908,464899,CRISTINA,ANALGÉSICO SIM,Loja Autazes,26/05/2019 15:45:35,R$1.79,R$0.08,Sim
22973801,464923,CAVALCANTE,REP DE FLORA INT SIM,Loja Autazes,24/05/2019 21:29:48,R$10.58,R$0.48,Sim
23517484,465089,ALEXANDRO,ANTIÁCIDO SIM,Loja Autazes,05/06/2019 19:26:39,R$5.92,R$0.27,Sim
24928562,465138,BEZERRA,EXPECTOR E MUCOL SIM,Loja Autazes,06/01/2019 10:14:55,R$16.98,R$0.76,Sim
23003068,465164,COSTA,ANTI-INF Ñ ESTER SIM,Loja Autazes,25/05/2019 16:49:19,R$21.30,R$0.96,Sim
23194132,465263,SOARES,ANTISSÉPTICO SIM,Loja Autazes,29/05/2019 16:18:16,R$7.00,R$0.32,Sim
22918218,465620,SANTANA,DESCONGEST NASAL SIM,Loja Autazes,23/05/2019 16:09:15,R$1.24,R$0.06,Sim
25063410,466079,SALES,ANTIRREUMÁTICO GEN,Loja Autazes,09/01/2019 08:47:20,R$4.22,R$0.19,Sim
25400813,466205,AURELIANO,ANTIHELMÍNTICO GEN,Loja Autazes,16/01/2019 09:54:26,R$15.70,R$0.71,Sim
23490710,466595,REGINA,ANTICONCEPCIONAL GEN,Loja Autazes,05/06/2019 11:56:26,R$14.00,R$0.63,Sim
25627547,295,ANDERSON,ANTIGOTOSO GEN,Loja Autazes,20/01/2019 08:00:34,R$21.13,R$0.95,Sim
25242246,295,ANDERSON,ANTI-HIPERTENSIV GEN,Loja Autazes,12/01/2019 17:28:20,R$14.83,R$0.67,Sim
23599711,331,RAIMUNDO,ANTIBACTERIANO GENÉR,Loja Autazes,01/06/2019 17:10:53,R$2.38,R$0.11,Sim
22279259,370,ROSILANE,ANTIALÉRGICO GEN,Loja Autazes,09/05/2019 15:09:38,R$14.00,R$0.63,Sim
23490709,460,SANDRA,ANTI-INF ESTEROI GEN,Loja Autazes,05/06/2019 11:54:19,R$10.13,R$0.46,Sim
24779301,538,JAMERSON,ANTIFÚNGICO GEN,Loja Autazes,03/01/2019 10:53:18,R$3.02,R$0.14,Sim
22550879,606,JEANDERSON,ANTI-INF Ñ ESTER GEN,Loja Autazes,14/05/2019 17:42:35,R$1.91,R$0.09,Sim
22479405,879,JOSE,VASODILATADOR GEN,Loja Autazes,13/05/2019 08:21:14,R$12.77,R$0.57,Sim
22867730,1165,ALCEMIR,ANTIULCEROSO GEN,Loja Autazes,22/05/2019 11:24:55,R$12.78,R$0.58,Sim
22419102,1311,RALYSON,ANTIPROTOZOÁRIO GEN,Loja Autazes,12/05/2019 08:03:25,R$10.50,R$0.47,Sim
25464361,1510,DAVISON,TRAT D DISF ERET GEN,Loja Autazes,17/01/2019 10:37:25,R$7.00,R$0.32,Sim
23552206,1605,FRANCISLEIA,EXPECTOR E MUCOL GEN,Loja Autazes,06/06/2019 16:59:46,R$21.30,R$0.96,Sim
23097820,1717,LUCILEILA,ANALGÉSICO GEN,Loja Autazes,26/05/2019 19:39:37,R$14.15,R$0.64,Sim
22879347,1818,LUCAS,CREME P/ASSADURA,Loja Autazes,22/05/2019 16:16:28,R$2.38,R$0.11,Sim
21931009,1870,DENNYS,ANTIFLATULENTO GEN,Loja Autazes,02/05/2019 21:35:50,R$7.57,R$0.34,Sim
23176651,1906,MILENA,HEPATOPROTETOR REF,Loja Autazes,29/05/2019 10:27:49,R$4.36,R$0.20,Sim
24343466,2391,VENDAS,ANTIBACTERIANO REF,Loja Autazes,23/06/2019 14:34:38,R$28.83,R$1.30,Sim
22419085,2517,AUTO,ANALGÉSICO REF,Loja Autazes,12/05/2019 08:02:10,R$13.07,R$0.59,Sim
22851700,3405,HAROLDO,ANTI-INF Ñ ESTER REF,Loja Autazes,21/05/2019 19:04:17,R$7.66,R$0.34,Sim
22225012,3560,LUIZ,ANTISSÉPTICO REF,Loja Autazes,08/05/2019 14:43:53,R$17.20,R$0.77,Sim
25564528,3888,CLAUDIO,REIDRATAÇÃO ORAL REF,Loja Manicor é ,18/01/2019 21:21:57,R$4.70,R$0.21,Sim
24939339,4028,TAYANE,ANTIACNE,Loja Manicor é ,06/01/2019 12:14:25,R$38.59,R$1.74,Sim
23391166,4232,RISONEIDE,EXPECTOR E MUCOL REF,Loja Manicor é ,03/06/2019 12:48:24,R$45.47,R$2.05,Sim
23928167,4369,ARLETE,VITAMINA REF,Loja Manicor é ,14/06/2019 15:52:24,R$50.24,R$2.26,Sim
22199877,4456,SIMONE,ANTIFÚNGICO REF,Loja Manicor é ,01/05/2019 21:02:25,R$3.70,R$0.17,Sim
23093332,4464,MARIA,COMPOSTOS,Loja Autazes,26/05/2019 18:01:02,R$17.39,R$0.78,Sim
23468734,4491,JESSICA,REG D FUNÇÃO INT REF,Loja Manicor é ,04/06/2019 20:19:11,R$17.96,R$0.81,Sim
22127761,4591,KELEN,RELAXANTE MUSCUL REF,Loja Manicor é ,06/05/2019 12:51:53,R$100.24,R$4.51,Sim
22784266,4775,ELLIDA,HIDRATANTE,Loja Manicor é ,19/05/2019 20:09:26,R$14.37,R$0.65,Sim
23763386,4863,TAINARA,LIMPA FIXA DENTADURA,Loja Manicor é ,11/06/2019 11:25:30,R$11.35,R$0.51,Sim
26169863,6085,MARCIANA,ANTIEMÉTICO REF,Loja Manicor é ,29/01/2019 18:41:36,R$30.74,R$1.38,Sim
21863693,6750,CLARA,ANTIANÊMICO REF,Loja Manicor é ,01/05/2019 15:38:21,R$62.30,R$2.80,Sim
25343038,7245,SYANNE,ANTI-HEMORROIDA REF,Loja Manicor é ,14/01/2019 16:32:51,R$62.47,R$2.81,Sim
23101550,7553,IVANI,IMUNOMOD/IMONOES REF,Loja Autazes,26/05/2019 21:34:09,R$6.08,R$0.27,Sim
24119556,7592,ELAINE,ANTIALÉRGICO REF,Loja Manicor é ,18/06/2019 18:45:48,R$50.50,R$2.27,Sim
25775820,7654,GEORGETE,HORMÔNIO REF,Loja Manicor é ,22/01/2019 18:21:39,R$16.59,R$0.75,Sim
25391058,8019,KAROLINE,ANTIPROTOZOÁRIO REF,Loja Manicor é ,15/01/2019 18:35:54,R$19.34,R$0.87,Sim
23071984,8031,CRISTIANO,REM D CALOS VERU REF,Loja Manicor é ,26/05/2019 12:11:54,R$28.63,R$1.29,Sim
25012605,8128,DANIEL,TRAT D MENOPAUSA REF,Loja Manicor é ,01/01/2019 19:35:28,R$13.19,R$0.59,Sim
24682509,8832,TELMARA,LAXANTE REF,Loja Manicor é ,30/06/2019 20:30:37,R$12.60,R$0.57,Sim
24272912,8899,WILDES,ANESTÉSICO LOCAL REF,Loja Manicor é ,21/06/2019 21:57:28,R$40.28,R$1.81,Sim
25012550,9174,JANDERSON,ANTI-INF ESTEROI REF,Loja Manicor é ,01/01/2019 19:34:00,R$20.85,R$0.94,Sim
25562794,9467,MARIA,DESCONGEST NASAL REF,Loja Manicor é ,18/01/2019 20:49:27,R$21.26,R$0.96,Sim
23375360,9531,ELESON,ANTICONVULSIVANT GEN,Loja Manicor é ,02/06/2019 19:06:57,R$31.67,R$1.43,Sim
24075725,9736,ALEXANDRE,ANSIOLÍTICOS GEN,Loja Manicor é ,17/06/2019 13:37:29,R$28.37,R$1.28,Sim
23575003,9874,ALEX,ANTIDEPRESSIVO GEN,Loja Lábrea ,01/06/2019 08:06:52,R$16.54,R$0.74,Sim
24927092,10055,ANA,ANTIPSICÓTICO GEN,Loja Lábrea ,06/01/2019 09:54:19,R$11.51,R$0.52,Sim
24928321,11161,SYLVIA,COLÔNIA MASCULINA,Loja Lábrea ,06/01/2019 10:10:53,R$18.34,R$0.83,Sim
25373101,11969,KARINA,REMOVEDOR DE ESMALTE,Loja Lábrea ,15/01/2019 11:44:52,R$52.76,R$2.37,Sim
25707410,12079,JOCILENE,ÁGUA OXIGENADA,Loja Lábrea ,21/01/2019 13:37:52,R$24.44,R$1.10,Sim
23153986,12186,RICARDO,FIXADOR P/CABELO,Loja Lábrea ,28/05/2019 17:37:06,R$26.40,R$1.19,Sim
21917100,12306,ARIEL,FIXADOR E SEC P/UNHA,Loja Lábrea ,02/05/2019 17:33:06,R$15.78,R$0.71,Sim
25378512,12448,MARIA,COLÔNIA INFANTIL,Loja Lábrea ,15/01/2019 13:01:31,R$7.34,R$0.33,Sim
23085979,12567,DIEGO,DESODORANTE ROLL ON,Loja Lábrea ,26/05/2019 15:46:19,R$26.10,R$1.17,Sim
22197366,12572,WANDERLEY,HIDRATANTE INFANTIL,Loja Lábrea ,01/05/2019 20:18:40,R$11.72,R$0.53,Sim
26025149,12873,EZEQUIEL,SABONETE BARRA,Loja Lábrea ,27/01/2019 11:32:00,R$17.18,R$0.77,Sim
22661824,13330,INELSINO,SABONETE LÍQ ÍNTIMO,Loja Lábrea ,16/05/2019 20:48:45,R$35.53,R$1.60,Sim
25392324,13651,ADSON,DEMAQUILANTE,Loja Lábrea ,15/01/2019 19:04:02,R$117.94,R$5.31,Sim
24397975,13668,MARIA,TALCO P/ PÉS,Loja Lábrea ,24/06/2019 19:15:17,R$41.54,R$1.87,Sim
24939099,13924,MARLISON,CERA DEPILATÓRIA,Loja Manicor é ,06/01/2019 12:10:47,R$7.06,R$0.32,Sim
26125282,13950,CONCINETE,REPELENTE INFANTIL,Loja Manicor é ,28/01/2019 20:13:01,R$11.07,R$0.50,Sim
24724520,14107,RAINER,CONDICIONADOR INFANT,Loja Manicor é ,02/01/2019 07:29:52,R$2.26,R$0.10,Sim
24386216,14212,JAQUELINE,GEL E CREME P/PENTEA,Loja Manicor é ,24/06/2019 14:19:20,R$16.35,R$0.74,Sim
24736376,14378,SUELEN,SHAMPOO INFANTIL,Loja Manicor é ,02/01/2019 13:37:55,R$21.60,R$0.97,Sim
22501811,14513,JEAN,TALCO INFANTIL,Loja Manicor é ,13/05/2019 13:38:46,R$19.18,R$0.86,Sim
24493560,14568,JOSAEL,CREME DENTAL INF,Loja Autazes,26/06/2019 20:06:18,R$57.99,R$2.61,Sim
23340150,14607,MARIA,ANTISSÉPTI BUCAL INF,Loja Lábrea ,01/06/2019 19:38:59,R$13.32,R$0.60,Sim
